,Unnamed: 0,author_id,created_at,edit_history_tweet_ids,id_x,lang,public_metrics,text,username,imp_count,like_count,retweet_count,type,negative,neutral,positive
2111,236,20636215,2022-12-25 17:41:19+00:00,[1607068988663820288],1607068988663820288,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3682}","Now you might be thinking: “LST, the exception doesn’t make the rule. What if your friend is an outlier?”

I hear ya, that was my initial reaction too. I looked into it and found encouraging research suggesting he’s not an outlier - strength can improve into your 50s:",LongShortTrader,3682,8,0,fin_poster,0.513109028339386,0.382122665643692,0.1047682836651802
2112,237,20636215,2022-12-25 17:34:18+00:00,[1607067224111710208],1607067224111710208,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3550}","Not only was this gain in his bench press impressive in itself - I believe he ranked #1 for his age in the bench press, in his city/state , for natural (the record is notably higher for those under roids) - he’s also not a full time athlete.",LongShortTrader,3550,4,0,fin_poster,0.1700727641582489,0.1830168515443802,0.6469103693962097
2113,238,20636215,2022-12-25 17:30:05+00:00,[1607066160801124352],1607066160801124352,en,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 10, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4070}","I was having lunch with a friend who is in his mid 60s. One of the topics we discussed was weight lifting. He told me that his 1 rep max on the bench press was 240-250 pounds in his early 40s… 

And by his mid 50s, it was between 340-350. All natural, no steroids.",LongShortTrader,4070,10,0,fin_poster,0.12589000165462494,0.7656758427619934,0.10843421518802643
2114,239,20636215,2022-12-25 17:26:28+00:00,[1607065249676660737],1607065249676660737,en,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 51, 'quote_count': 1, 'bookmark_count': 19, 'impression_count': 44507}","Merry Christmas / Happy Holidays. An inspirational story I’ve been meaning to share: 

Are you over 40 and think there’s no point working out, as it’s all downhill from here, because you think your muscle mass/hormone levels peaked in your 20s?

Why you should reconsider:

THREAD",LongShortTrader,44507,51,0,fin_poster,0.6636970043182373,0.23905089497566223,0.09725210815668106
2115,240,20636215,2022-12-23 23:28:05+00:00,[1606431481056079872],1606431481056079872,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3105}","“You’re invited to my next Twitter Spaces, which will be held on Christmas Day.” 

- SBFraudman https://t.co/rZbbHgsZvQ",LongShortTrader,3105,4,0,fin_poster,0.016068410128355026,0.6656031012535095,0.31832852959632874
2116,241,20636215,2022-12-23 17:17:30+00:00,[1606338218630078465],1606338218630078465,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3543}","RIP Scott Minerd, body building champion: “At his peak, Minerd could bench-press 495 pounds 20 times and competed in the Super Heavyweight division” 💪 💪 💪 https://t.co/e5YrOPqiwB https://t.co/dbjqdHFEge",LongShortTrader,3543,9,1,fin_poster,0.15072138607501984,0.3186669647693634,0.5306116342544556
2117,242,20636215,2022-12-22 23:41:32+00:00,[1606072475414016001],1606072475414016001,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1745}","Tweets that will have aged poorly: 

2023 Hall of Fame Edition https://t.co/w82vJ6mihw",LongShortTrader,1745,7,0,fin_poster,0.7188642024993896,0.24667572975158691,0.03446007892489433
2118,243,20636215,2022-12-22 07:41:05+00:00,[1605830772090290176],1605830772090290176,en,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4881}","Whether tokens are securities or not, I am curious what effects FTX/SBF enforcement actions will have on the VC/crypto complex https://t.co/6j3xC1rmZC https://t.co/J2ZoeoJZze",LongShortTrader,4881,4,0,fin_poster,0.16345152258872986,0.7253413200378418,0.11120714992284775
2119,244,20636215,2022-12-22 07:30:59+00:00,[1605828228970532871],1605828228970532871,en,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 15, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2682}",FTX committed fraud since inception: the SEC’s complaint corroborates the case already made on here https://t.co/VXvtO8miWE,LongShortTrader,2682,15,2,fin_poster,0.564220666885376,0.4077662527561188,0.02801303006708622
2120,245,20636215,2022-12-21 13:48:59+00:00,[1605560970297982976],1605560970297982976,en,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 28, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4991}",The ability to pivot from laser eyes to Graham &amp; Dodd has got to be a super power.,LongShortTrader,4991,28,1,fin_poster,0.05438954383134842,0.14627021551132202,0.7993403077125549
2121,246,20636215,2022-12-20 15:38:55+00:00,[1605226245209198592],1605226245209198592,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2024}",Not a bad boost to purchasing power https://t.co/XViWK0KeL6,LongShortTrader,2024,0,0,fin_poster,0.06349751353263855,0.19896633923053741,0.7375361919403076
2122,247,20636215,2022-12-18 20:17:55+00:00,[1604571681460129792],1604571681460129792,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1724}",What the heck is Tribel?,LongShortTrader,1724,2,0,fin_poster,0.8259209990501404,0.15635868906974792,0.017720259726047516
2123,248,20636215,2022-12-17 00:34:52+00:00,[1603911570547159040],1603911570547159040,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1655}","When deep in a hole, stop digging. I’m sure I’m not the only one who’s seeing it. 

The deeper fElon digs his heels into his twitter vendettas and grudges, the lower the stonk price goes",LongShortTrader,1655,6,0,fin_poster,0.8417060375213623,0.11489956825971603,0.04339439421892166
2124,249,20636215,2022-12-16 01:04:32+00:00,[1603556649482223616],1603556649482223616,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 999}","Also, I suspect one will have to examine the data very very carefully. If you have a sample of 10, 2 of which are like 400+ pound (outliers), and these drugs skew the results for total sample...

not sure what that means for the median and overall cases.",LongShortTrader,999,0,0,fin_poster,0.471041202545166,0.4787266254425049,0.05023219808936119
2125,250,20636215,2022-12-16 01:02:37+00:00,[1603556164968775681],1603556164968775681,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1180}","@EurekAlert ""I was very obese at 220 pounds and now I'm merely very overweight at 190 pounds thanks to this obesity pill""

I truly hope these help enhance quality of life as well as longevity...

but call me skeptical.",LongShortTrader,1180,0,0,fin_poster,0.7452213764190674,0.15306609869003296,0.10171256214380264
2126,251,20636215,2022-12-16 00:58:26+00:00,[1603555113230274560],1603555113230274560,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 739}","@EurekAlert ""More exercise was also linked to lower rates of hospitalization or death for patients with certain underlying chronic conditions — such as hypertension, cardiovascular disease, or obesity — that are typically associated with an increased risk of poor COVID-19 outcomes.""",LongShortTrader,739,0,0,fin_poster,0.545304536819458,0.3802425265312195,0.07445289939641953
2127,252,20636215,2022-12-16 00:57:47+00:00,[1603554949518217216],1603554949518217216,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 651}","@EurekAlert ""Statistical analysis showed that the more physical activity a patient reported, the lower the risk of hospitalization or death within 90 days of COVID-19 diagnosis. This trend was consistent across all activity levels, with always-active patients facing the lowest risk.""",LongShortTrader,651,2,0,fin_poster,0.3114258050918579,0.6167573928833008,0.07181678712368011
2128,253,20636215,2022-12-16 00:55:14+00:00,[1603554309953974274],1603554309953974274,en,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 671}","@EurekAlert It would be highly ironic and interesting if these recently promoted obesity pills help people lose weight...BUT don't help with much else. 

What's the point of losing weight, if your risk of disease + death remain the same?

""skinny fat"" as a real phenomenon, etc. etc",LongShortTrader,671,2,0,fin_poster,0.775424599647522,0.16135288774967194,0.0632224828004837
2129,254,20636215,2022-12-16 00:43:59+00:00,[1603551478928797696],1603551478928797696,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2843}","More exercise linked to less-severe COVID-19 outcomes 

""Kaiser Permanente study shows that, across diverse demographic groups and chronic conditions, more exercise is associated with lower rates of hospitalization or death after infection""
https://t.co/8jVhxuHI96 via @EurekAlert",LongShortTrader,2843,9,0,fin_poster,0.14893798530101776,0.6820756196975708,0.16898635029792786
2130,255,20636215,2022-12-15 05:59:20+00:00,[1603268449517834240],1603268449517834240,en,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","He has a point though… I mean, quickbooks at year zero is totally understandable. But something doesn’t add up when you’re “worth” $20 billion on paper yet you use quickbooks 🚩",LongShortTrader,0,5,0,fin_poster,0.7015328407287598,0.24282847344875336,0.05563858151435852
2131,256,20636215,2022-12-15 05:55:58+00:00,[1603267601618317312],1603267601618317312,en,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 11, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",Lol I find this to be a tasteful self promotion https://t.co/QlJPLS70CY,LongShortTrader,0,11,1,fin_poster,0.35630249977111816,0.34082838892936707,0.30286914110183716
2132,257,20636215,2022-12-15 02:56:46+00:00,[1603222505283457025],1603222505283457025,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",$TWTR true cost to Elon is not just the purchase of price .. you must also add the lost market value of $TSLA shares (losses in excess of the inverse alpha vs the s&amp;p 500) https://t.co/uwaj8xLYmd,LongShortTrader,0,2,0,fin_poster,0.2832515835762024,0.6211711168289185,0.09557727724313736
2133,258,20636215,2022-12-15 02:52:49+00:00,[1603221513536430082],1603221513536430082,en,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Realization - that twtr is his focus, tsla his hobby/ATM - seems to be setting on some of the cheerleaders",LongShortTrader,0,4,1,fin_poster,0.11358602344989777,0.5317971706390381,0.35461682081222534
2134,259,20636215,2022-12-15 02:50:30+00:00,[1603220926761676803],1603220926761676803,en,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 0}","Musk sold $3.6 billion worth of $TSLA shares, continues to spend more time tweeting than running the Tesla business https://t.co/5VaJtfmsvy",LongShortTrader,0,5,1,fin_poster,0.048687174916267395,0.7022945284843445,0.24901829659938812
2135,260,20636215,2022-12-15 00:12:13+00:00,[1603181094873939968],1603181094873939968,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",2) Never go full McAfee https://t.co/KZYiOxIHXF,LongShortTrader,0,4,0,fin_poster,0.13278420269489288,0.8027864694595337,0.06442934274673462
2136,261,20636215,2022-12-15 00:10:14+00:00,[1603180596309553152],1603180596309553152,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 2, 'impression_count': 0}","1) the “Next Warren Buffett” indicator is becoming dangerously good (SBF, Chamath, etc) https://t.co/BfrUzgAJdK https://t.co/ZKpU0sMYB7",LongShortTrader,0,5,0,fin_poster,0.18337903916835785,0.3850495517253876,0.431571364402771
2137,262,2371952437,2022-12-31 02:42:38+00:00,[1609017155185528832],1609017155185528832,en,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 27, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 6913}","If you invested in the market the past two years, chances are you lost money. If you didn't invest in the market, you also lost because of inflation. Either way you probably lost.   Great outcome compliments of our leadership",sprucepointcap,6913,27,4,fin_poster,0.871643602848053,0.11332159489393234,0.015034911222755909
2138,263,2371952437,2022-12-30 23:04:06+00:00,[1608962157286395904],1608962157286395904,en,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 23, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6715}","A simple recap of 2022 for most. Cost of living up, wealth down. Send your holiday thank you card to central planning policy makers and vote for change in 2023.",sprucepointcap,6715,23,2,fin_poster,0.17209383845329285,0.5742930769920349,0.25361305475234985
2139,264,2371952437,2022-12-29 17:31:27+00:00,[1608516056590458882],1608516056590458882,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 2548}","If it has no govt sanctioned use, not regulated, can't pay taxes with it and run by a bunch of inexperienced people with limited track records, best to avoid",sprucepointcap,2548,2,1,fin_poster,0.9352274537086487,0.05195699259638786,0.012815535068511963
2140,265,2371952437,2022-12-29 16:50:49+00:00,[1608505831779098632],1608505831779098632,en,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 7, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4279}","Betting against billionaires pumping investments a good play this yr. Be warned they can lose millions and be ok, while the ordinary investor believing in the halo effect gets hosed",sprucepointcap,4279,7,1,fin_poster,0.4789760708808899,0.24238981306552887,0.2786341607570648
2141,266,2371952437,2022-12-29 16:08:32+00:00,[1608495190192300035],1608495190192300035,en,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 13, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6692}",Time to reflect on lessons learned or reinforced in 2022. The #FederalReserve is not your friend neither are any stock promoters that almost never say sell. Ultimate lessons: believe in yourself and due you own due diligence. IN SPRUCE POINT WE TRUST.,sprucepointcap,6692,13,2,fin_poster,0.17339204251766205,0.4239194393157959,0.40268853306770325
2142,267,2371952437,2022-12-29 14:50:43+00:00,[1608475607137918976],1608475607137918976,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5521}","I stand corrected. There is a lower form of company and it's called Skechers $SKX, two days left in the year and a bottom tier stock promoter initiates it with a ""Neutral"" rating. That's wall street indirect speak for no compelling reason to own https://t.co/U46qGvekal",sprucepointcap,5521,9,1,fin_poster,0.4114903211593628,0.4218670129776001,0.16664260625839233
2143,268,2371952437,2022-12-28 15:27:21+00:00,[1608122437392076801],1608122437392076801,en,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 9, 'quote_count': 1, 'bookmark_count': 1, 'impression_count': 11684}","Only the lowest of the low, money-losing companies recruit 4th tier brokers to initiate with a buy with three days left in the year $GNRC - Strong Sell",sprucepointcap,11684,9,1,fin_poster,0.1157931238412857,0.5907448530197144,0.2934620678424835
2144,269,2371952437,2022-12-23 16:40:12+00:00,[1606328831731814401],1606328831731814401,en,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4388}",So all the gurus that were bullish into 2022 that we wrong are now bearish into 2023. What do you think?,sprucepointcap,4388,5,1,fin_poster,0.6799780130386353,0.2765166461467743,0.043505292385816574
2145,270,2371952437,2022-12-23 13:09:53+00:00,[1606275903058739200],1606275903058739200,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 14, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 4614}","Happy holidays from one of the few firms that is steadfast in saying ""Strong Sell"" $GNRC $FIGS $SYK $WDFC $AI $TASK $AMR $BR https://t.co/u5ZWXpH4jy TASK https://t.co/6j9PVIWzgT",sprucepointcap,4614,14,2,fin_poster,0.06899122148752213,0.26445168256759644,0.6665571331977844
2146,271,2371952437,2022-12-22 17:45:04+00:00,[1605982769712168962],1605982769712168962,en,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 14, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6591}",I would not want to be a U.S. Fed official right now and be seen in a shopping mall or public. Might have some explaining to do to the public why you spoiled the American holidays.,sprucepointcap,6591,14,2,fin_poster,0.9452078342437744,0.04308558627963066,0.011706565506756306
2147,272,2371952437,2022-12-20 21:17:36+00:00,[1605311480701673472],1605311480701673472,en,"{'retweet_count': 2, 'reply_count': 5, 'like_count': 9, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 4873}",$NKE Nike #sneakers disappoint in #China $1.79 vs $1.81bn expected. Revenues down 3%. Look out below for no moat $SKX #Skechers with outsized exposure to China #bearish,sprucepointcap,4873,9,2,fin_poster,0.8819254040718079,0.09195451438426971,0.026120033115148544
2148,273,2371952437,2022-12-20 15:21:11+00:00,[1605221782348107777],1605221782348107777,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3059}","Keeping tabs on #milk USDA reported -3.1% MoM production decline in Nov; YoY inc has been falling steadily since August to just +1.4%. Fonterra (world's biggest exporter) + Synlait, two producers just cut prices citing weak demand. Fonterra index just fell 3.8%. Bearish $SAP.TO https://t.co/zzCAILRwju",sprucepointcap,3059,3,2,fin_poster,0.24042773246765137,0.5403400659561157,0.21923215687274933
2149,274,2371952437,2022-12-15 15:51:28+00:00,[1603417465991712770],1603417465991712770,en,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","For the record, it's been 2 weeks and still no answers from Saputo $SAP.TO - We reached out directly to the audit committee chair and did not get a response. We feel management is being evasive and investors are being left in the dark",sprucepointcap,0,5,1,fin_poster,0.8785997629165649,0.1096014603972435,0.011798780411481857
2150,275,2371952437,2022-12-14 19:40:38+00:00,[1603112749051281408],1603112749051281408,en,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 29, 'quote_count': 0, 'bookmark_count': 2, 'impression_count': 0}",Let me help translate FEDSpeak 1) we've never accurately forecasted the economy 2) we're in uncharted territory due to our mistakes 3) we're raising rates + will continue to do so even if we overshoot a depression 4) we could care less about a Santa Clause rally. Have a good day,sprucepointcap,0,29,7,fin_poster,0.8049775958061218,0.14760372042655945,0.04741867259144783
2151,276,2371952437,2022-12-14 14:38:51+00:00,[1603036804030111746],1603036804030111746,en,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 0}","Might as well just say ""Sell"", Morgan Stanley initiates $BR with ""equal-weight"" - wall street code-word for Neutral, or no compelling reason to buy",sprucepointcap,0,5,2,fin_poster,0.3256344497203827,0.5221529006958008,0.15221261978149414
2152,277,2371952437,2022-12-13 15:32:00+00:00,[1602687789195296771],1602687789195296771,en,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 0}",Any insights on what makes regulators regulate please share,sprucepointcap,0,4,1,fin_poster,0.10953725874423981,0.7199336886405945,0.1705290526151657
2153,278,2371952437,2022-12-13 15:25:07+00:00,[1602686057153286145],1602686057153286145,en,"{'retweet_count': 2, 'reply_count': 6, 'like_count': 11, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Go figure, SEC brings charges claiming @SBF_FTX  defrauded investors out of just $1.8bn. We've provided them hard evidence of public cos failing to disclose what we believe was material info to investors, that's destroyed tens of billions of dollars and nothing happens",sprucepointcap,0,11,2,fin_poster,0.9174493551254272,0.06786325573921204,0.014687401242554188
2154,279,2371952437,2022-12-13 13:03:05+00:00,[1602650315853012992],1602650315853012992,en,"{'retweet_count': 1, 'reply_count': 8, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",What do you believe was going through @SBF_FTX head when the authorities came to arrest him on charges of #fraud related to #FTXbankruptcy ?,sprucepointcap,0,1,1,fin_poster,0.573839008808136,0.3988969624042511,0.02726397104561329
2155,280,2371952437,2022-12-12 16:57:50+00:00,[1602347005078036481],1602347005078036481,en,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",Something tells this #inflation game ain't over yet. Just a casual 35% economic adjustment in communication services. Nothing to see here. https://t.co/jKE9VpJnek,sprucepointcap,0,5,3,fin_poster,0.4972683787345886,0.46944722533226013,0.03328448534011841
2156,281,2371952437,2022-12-05 22:18:44+00:00,[1599891046799810560],1599891046799810560,en,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 4, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 0}",$BR Broadridge appointed a new Chief Product Officer today. Corporate speak translation: our products are having difficulty selling #bearish #negative,sprucepointcap,0,4,1,fin_poster,0.7481286525726318,0.22096142172813416,0.030909886583685875
2157,282,2371952437,2022-12-01 16:56:25+00:00,[1598360381382074370],1598360381382074370,en,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 8, 'quote_count': 2, 'bookmark_count': 0, 'impression_count': 0}","Our letter addressed to the new Audit Chair of $SAP.TO, #Saputo - to cut to the chase, prove us wrong and engage an independent forensic review board to evaluate our claims https://t.co/b3U5jZc86T",sprucepointcap,0,8,3,fin_poster,0.1368245780467987,0.6093763113021851,0.2537991404533386
2158,283,2371952437,2022-11-30 15:44:21+00:00,[1597979856499003393],1597979856499003393,en,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",Here's our interview this morning with @BNNBloomberg @markets @business on $SAP.TO #Saputo  https://t.co/EL9OGI6gD2,sprucepointcap,0,4,3,fin_poster,0.023153582587838173,0.793661892414093,0.1831844449043274
2159,284,2371952437,2022-11-30 13:02:38+00:00,[1597939159158489088],1597939159158489088,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","In our view, more signs of struggles emerging at Broadridge $BR, announcing a CEO transition already at its promoted LTX unit. Historically a business process outsourcing company, does it really stand a chance in ""AI trading"" ... #skeptic https://t.co/M3hk0ikNYZ",sprucepointcap,0,2,2,fin_poster,0.7205876708030701,0.22842656075954437,0.05098577216267586
2160,285,2371952437,2022-11-29 22:06:16+00:00,[1597713579817697280],1597713579817697280,en,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Full link to the report on $SAP.TO  #Saputo 
https://t.co/r3ovg5HF8Y",sprucepointcap,0,2,2,fin_poster,0.03863359987735748,0.9157634973526001,0.04560289904475212
2161,286,2371952437,2022-11-29 21:46:37+00:00,[1597708637539291136],1597708637539291136,en,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 0}",Catch Spruce Point Founder and CIO Ben Axler live tomorrow Nov 30th on @BNNBloomberg @business Wednesday at 9:40am EST live. No holds barred.,sprucepointcap,0,4,1,fin_poster,0.013281336054205894,0.7316364049911499,0.25508221983909607
2162,287,2371952437,2022-11-29 20:37:17+00:00,[1597691187993116673],1597691187993116673,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",Dear @SaputoInc $SAP.TO what is incorrect with our analysis? Your websites must be broken since this is the source showing your shrinking brand offering. https://t.co/Pz2de03U9p,sprucepointcap,0,2,1,fin_poster,0.9102777242660522,0.07948987185955048,0.010232447646558285
2163,288,2371952437,2022-11-29 20:35:13+00:00,[1597690666586624001],1597690666586624001,en,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Saputo $SAP.TO says Spruce Point is incorrect, obviously because the photos we took are fake..lol. Saputo cheese being blown out at $WMT; can't compete with Everyday Low Price with private label. https://t.co/B8lN3SXS1p",sprucepointcap,0,3,2,fin_poster,0.8380799889564514,0.13350315392017365,0.028416937217116356
2164,289,2371952437,2022-11-29 20:23:43+00:00,[1597687771795443712],1597687771795443712,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Meet $SAP.TO Argentina, based on our analysis they found a better way to make/distribute cheese, dairy + food 4x better than anyone else in LATAM in 2021. Don't cry for me #Argentina, #Saputo shareholders need some explanation - @OSC_News Canadian investors are in the dark https://t.co/YaIKweKMa4",sprucepointcap,0,4,1,fin_poster,0.41317322850227356,0.3248518705368042,0.26197487115859985
2165,290,2371952437,2022-11-29 20:16:17+00:00,[1597685902192824321],1597685902192824321,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","$SAP.TO International segment is #Australia and #Argetnina. Now with the benefit of being able to see reported Aussie EBITDA, we can get a good picture of what Argentina looks like. Margins crashed from an astronomical level, but management's MD&amp;A says nothing at all #shady https://t.co/VjCWJ2Mx9D",sprucepointcap,0,2,1,fin_poster,0.444486141204834,0.35205158591270447,0.20346231758594513
2166,291,2371952437,2022-11-29 19:47:41+00:00,[1597678706650030080],1597678706650030080,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 1, 'bookmark_count': 0, 'impression_count': 0}","And for the record, yes I do shop at Aldi. Can't beat the price / value ratio",sprucepointcap,0,5,1,fin_poster,0.03413667902350426,0.17002929747104645,0.7958340048789978
2167,292,2371952437,2022-11-29 19:44:12+00:00,[1597677828770000897],1597677828770000897,en,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","One of my favorite visuals and more evidence of a busted deal. Years ago $SAP.TO bought a specialty cheese business. I had to do a double take when I saw this. Same Port Salut logo, different maker at Aldi with a -26% lower price point. More evidence that #Sapto is #failing https://t.co/6Kun9loZ4K",sprucepointcap,0,0,1,fin_poster,0.913558840751648,0.06482825428247452,0.021612854674458504
2168,293,2371952437,2022-11-29 19:38:46+00:00,[1597676460478992384],1597676460478992384,en,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","It's bad enough that $SAP.TO #Saputo obscures its #Australian financials through an undisclosed numbered entity. Yet, even within the document, its disclosures are disappearing. Big red flag that revenue disclosures have vanished. #skeptic #bearish https://t.co/98IE9JrCAq",sprucepointcap,0,5,2,fin_poster,0.9267183542251587,0.059767019003629684,0.013514645397663116
2169,294,2371952437,2022-11-29 19:23:04+00:00,[1597672511667605507],1597672511667605507,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","I believe this Montreal  article strikes a skeptical tone of $SAP.TO - management has decamped to Florida despite having no major operations there. Laissez-faire management? If the ship is sinking, better to watch the sunset on the beach https://t.co/CGGfXIViiW",sprucepointcap,0,1,1,fin_poster,0.927527129650116,0.05863196775317192,0.013840964995324612
2170,295,2371952437,2022-11-29 18:53:12+00:00,[1597664993209556992],1597664993209556992,en,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","For the record, so far $SAP.TO #Saputo is not commenting when being asked about the report. Hard to argue with facts and strongly supported opinions.",sprucepointcap,0,1,1,fin_poster,0.6827983856201172,0.2939843535423279,0.023217301815748215
